tile,n0,n1,n2,n3,n4,n5
87495,87494,31339,87496,16784,87491,7925
87496,7926,87497,16784,87495,31339,87500
87497,7926,87498,16785,43423,16784,87496
87498,7926,87499,22692,87473,16785,87497
87499,7926,87501,22693,49331,22692,87498
87500,87496,31339,57983,31340,87501,7926
87501,87500,31340,87504,22693,87499,7926
87502,7927,87507,16786,43426,16787,87503
87503,87502,16787,87510,22694,87505,7927
87504,7927,87505,22693,87501,31340,87506
87505,87503,22694,49332,22693,87504,7927
87506,87504,31340,57984,31341,87507,7927
87507,87506,31341,87526,16786,87502,7927
87508,7928,87510,16787,43427,16788,87509
87509,87508,16788,87516,22700,87513,7928
87510,7928,87511,22694,87503,16787,87508
87511,7928,87512,22695,49333,22694,87510
87512,7928,87513,22696,67114,22695,87511
87513,87509,22700,49335,22696,87512,7928
87514,7929,87516,16788,43428,16789,87515
87515,87514,16789,87522,31262,87519,7929
87516,7929,87517,22700,87509,16788,87514
87517,7929,87518,22701,49339,22700,87516
87518,7929,87519,31260,87439,22701,87517
87519,87515,31262,57903,31260,87518,7929
87520,7930,87522,16789,43430,16791,87521
87521,87520,16791,87534,31266,87525,7930
87522,7930,87523,31262,87515,16789,87520
87523,7930,87524,31263,57905,31262,87522
87524,7930,87525,31264,75637,31263,87523
87525,87521,31266,57907,31264,87524,7930
87526,7931,87527,16786,87507,31341,87529
87527,7931,87531,16790,43425,16786,87526
87528,7931,87529,31337,75723,31344,87530
87529,87526,31341,57980,31337,87528,7931
87530,87528,31344,57988,31345,87531,7931
87531,87530,31345,87532,16790,87527,7931
87532,7932,87533,16790,87531,31345,87536
87533,7932,87534,16791,43429,16790,87532
87534,7932,87535,31266,87521,16791,87533
87535,7932,87537,31267,57909,31266,87534
87536,87532,31345,57989,31346,87537,7932
87537,87536,31346,115758,31267,87535,7932
87538,7933,87543,16792,43436,16797,87539
87539,87538,16797,87570,22704,87541,7933
87540,7933,87541,22703,67158,22734,87542
87541,87539,22704,49342,22703,87540,7933
87542,87540,22734,49374,22735,87543,7933
87543,87542,22735,87544,16792,87538,7933
87544,7934,87545,16792,87543,22735,87546
87545,7934,87549,16793,43431,16792,87544
87546,87544,22735,49376,22737,87547,7934
87547,87546,22737,87734,31368,87548,7934
87548,87547,31368,58012,31369,87549,7934
87549,87548,31369,87550,16793,87545,7934
87550,7935,87551,16793,87549,31369,87553
87551,7935,87555,16794,43432,16793,87550
87552,7935,87553,31367,75777,31398,87554
87553,87550,31369,58010,31367,87552,7935
87554,87552,31398,58042,31399,87555,7935
87555,87554,31399,87556,16794,87551,7935
87556,7936,87557,16794,87555,31399,87558
87557,7936,87561,16795,43433,16794,87556
87558,87556,31399,58044,31401,87559,7936
87559,87558,31401,116647,31404,87560,7936
87560,87559,31404,58048,31405,87561,7936
87561,87560,31405,87562,16795,87557,7936
87562,7937,87563,16795,87561,31405,87565
87563,7937,87567,16796,43434,16795,87562
87564,7937,87565,31403,75789,31410,87566
87565,87562,31405,58046,31403,87564,7937
87566,87564,31410,58054,31411,87567,7937
87567,87566,31411,87568,16796,87563,7937
87568,7938,87569,16796,87567,31411,87572
87569,7938,87570,16797,43435,16796,87568
87570,7938,87571,22704,87539,16797,87569
87571,7938,87573,22705,49343,22704,87570
87572,87568,31411,58055,31412,87573,7938
87573,87572,31412,87576,22705,87571,7938
87574,7939,87579,16798,43438,16799,87575
87575,87574,16799,87582,22706,87577,7939
87576,7939,87577,22705,87573,31412,87578
87577,87575,22706,49344,22705,87576,7939
87578,87576,31412,58056,31413,87579,7939
87579,87578,31413,87586,16798,87574,7939
87580,7940,87582,16799,43442,16803,87581
87581,87580,16803,87606,22710,87585,7940
87582,7940,87583,22706,87575,16799,87580
87583,7940,87584,22707,49345,22706,87582
87584,7940,87585,22708,67126,22707,87583
87585,87581,22710,49347,22708,87584,7940
87586,7941,87587,16798,87579,31413,87589
87587,7941,87591,16800,43437,16798,87586
87588,7941,87589,31409,75813,31434,87590
87589,87586,31413,58052,31409,87588,7941
87590,87588,31434,58078,31435,87591,7941
87591,87590,31435,87592,16800,87587,7941
87592,7942,87593,16800,87591,31435,87594
87593,7942,87597,16801,43439,16800,87592
87594,87592,31435,58080,31437,87595,7942
87595,87594,31437,117079,31476,87596,7942
87596,87595,31476,58120,31477,87597,7942
87597,87596,31477,87598,16801,87593,7942
87598,7943,87599,16801,87597,31477,87601
87599,7943,87603,16802,43440,16801,87598
87600,7943,87601,31475,75861,31482,87602
87601,87598,31477,58118,31475,87600,7943
87602,87600,31482,58126,31483,87603,7943
87603,87602,31483,87604,16802,87599,7943
87604,7944,87605,16802,87603,31483,87608
87605,7944,87606,16803,43441,16802,87604
87606,7944,87607,22710,87581,16803,87605
87607,7944,87609,22711,49349,22710,87606
87608,87604,31483,58127,31484,87609,7944
87609,87608,31484,87648,22711,87607,7944
87610,7945,87615,16804,43448,16809,87611
87611,87610,16809,87642,22716,87613,7945
87612,7945,87613,22715,67146,22722,87614
87613,87611,22716,49354,22715,87612,7945
87614,87612,22722,49362,22723,87615,7945
87615,87614,22723,87616,16804,87610,7945
87616,7946,87617,16804,87615,22723,87618
87617,7946,87621,16805,43443,16804,87616
87618,87616,22723,49364,22725,87619,7946
87619,87618,22725,87662,31440,87620,7946
87620,87619,31440,58084,31441,87621,7946
87621,87620,31441,87622,16805,87617,7946
87622,7947,87623,16805,87621,31441,87625
87623,7947,87627,16806,43444,16805,87622
87624,7947,87625,31439,75849,31470,87626
87625,87622,31441,58082,31439,87624,7947
87626,87624,31470,58114,31471,87627,7947
87627,87626,31471,87628,16806,87623,7947
87628,7948,87629,16806,87627,31471,87630
87629,7948,87633,16807,43445,16806,87628
87630,87628,31471,58116,31473,87631,7948
87631,87630,31473,117295,31512,87632,7948
87632,87631,31512,58156,31513,87633,7948
87633,87632,31513,87634,16807,87629,7948
87634,7949,87635,16807,87633,31513,87637
87635,7949,87639,16808,43446,16807,87634
87636,7949,87637,31511,75897,31518,87638
87637,87634,31513,58154,31511,87636,7949
87638,87636,31518,58162,31519,87639,7949
87639,87638,31519,87640,16808,87635,7949
87640,7950,87641,16808,87639,31519,87644
87641,7950,87642,16809,43447,16808,87640
87642,7950,87643,22716,87611,16809,87641
87643,7950,87645,22717,49355,22716,87642
87644,87640,31519,58163,31520,87645,7950
87645,87644,31520,87684,22717,87643,7950
87646,7951,87651,16810,43450,16811,87647
87647,87646,16811,87654,22712,87649,7951
87648,7951,87649,22711,87609,31484,87650
87649,87647,22712,49350,22711,87648,7951
87650,87648,31484,58128,31485,87651,7951
87651,87650,31485,87670,16810,87646,7951
87652,7952,87654,16811,43451,16812,87653
87653,87652,16812,87660,22724,87657,7952
87654,7952,87655,22712,87647,16811,87652
87655,7952,87656,22713,49351,22712,87654
87656,7952,87657,22720,67132,22713,87655
87657,87653,22724,49359,22720,87656,7952
87658,7953,87660,16812,43452,16813,87659
87659,87658,16813,87666,31442,87663,7953
87660,7953,87661,22724,87653,16812,87658
87661,7953,87662,22725,49363,22724,87660
87662,7953,87663,31440,87619,22725,87661
87663,87659,31442,58083,31440,87662,7953
87664,7954,87666,16813,43454,16815,87665
87665,87664,16815,87678,31446,87669,7954
87666,7954,87667,31442,87659,16813,87664
87667,7954,87668,31443,58085,31442,87666
87668,7954,87669,31444,75817,31443,87667
87669,87665,31446,58087,31444,87668,7954
87670,7955,87671,16810,87651,31485,87673
87671,7955,87675,16814,43449,16810,87670
87672,7955,87673,31481,75867,31488,87674
87673,87670,31485,58124,31481,87672,7955
87674,87672,31488,58132,31489,87675,7955
87675,87674,31489,87676,16814,87671,7955
87676,7956,87677,16814,87675,31489,87680
87677,7956,87678,16815,43453,16814,87676
87678,7956,87679,31446,87665,16815,87677
87679,7956,87681,31447,58089,31446,87678
87680,87676,31489,58133,31490,87681,7956
87681,87680,31490,116813,31447,87679,7956
87682,7957,87687,16816,43456,16817,87683
87683,87682,16817,87690,22718,87685,7957
87684,7957,87685,22717,87645,31520,87686
87685,87683,22718,49356,22717,87684,7957
87686,87684,31520,58164,31521,87687,7957
87687,87686,31521,87694,16816,87682,7957
87688,7958,87690,16817,43460,16821,87689
87689,87688,16821,87714,22728,87693,7958
87690,7958,87691,22718,87683,16817,87688
87691,7958,87692,22719,49357,22718,87690
87692,7958,87693,22726,67138,22719,87691
87693,87689,22728,49365,22726,87692,7958
87694,7959,87695,16816,87687,31521,87697
87695,7959,87699,16818,43455,16816,87694
87696,7959,87697,31517,75921,31542,87698
87697,87694,31521,58160,31517,87696,7959
87698,87696,31542,58186,31543,87699,7959
87699,87698,31543,87700,16818,87695,7959
87700,7960,87701,16818,87699,31543,87702
87701,7960,87705,16819,43457,16818,87700
87702,87700,31543,58188,31545,87703,7960
87703,87702,31545,117511,31548,87704,7960
87704,87703,31548,58192,31549,87705,7960
87705,87704,31549,87706,16819,87701,7960
87706,7961,87707,16819,87705,31549,87709
87707,7961,87711,16820,43458,16819,87706
87708,7961,87709,31547,75933,31554,87710
87709,87706,31549,58190,31547,87708,7961
87710,87708,31554,58198,31555,87711,7961
87711,87710,31555,87712,16820,87707,7961
87712,7962,87713,16820,87711,31555,87716
87713,7962,87714,16821,43459,16820,87712
87714,7962,87715,22728,87689,16821,87713
87715,7962,87717,22729,49367,22728,87714
87716,87712,31555,58199,31556,87717,7962
87717,87716,31556,87720,22729,87715,7962
87718,7963,87723,16822,43462,16823,87719
87719,87718,16823,87726,22730,87721,7963
87720,7963,87721,22729,87717,31556,87722
87721,87719,22730,49368,22729,87720,7963
87722,87720,31556,58200,31557,87723,7963
87723,87722,31557,87742,16822,87718,7963
87724,7964,87726,16823,43463,16824,87725
87725,87724,16824,87732,22736,87729,7964
87726,7964,87727,22730,87719,16823,87724
87727,7964,87728,22731,49369,22730,87726
87728,7964,87729,22732,67150,22731,87727
87729,87725,22736,49371,22732,87728,7964
87730,7965,87732,16824,43464,16825,87731
87731,87730,16825,87738,31370,87735,7965
87732,7965,87733,22736,87725,16824,87730
87733,7965,87734,22737,49375,22736,87732
87734,7965,87735,31368,87547,22737,87733
87735,87731,31370,58011,31368,87734,7965
87736,7966,87738,16825,43466,16827,87737
87737,87736,16827,87750,31374,87741,7966
87738,7966,87739,31370,87731,16825,87736
87739,7966,87740,31371,58013,31370,87738
87740,7966,87741,31372,75745,31371,87739
87741,87737,31374,58015,31372,87740,7966
87742,7967,87743,16822,87723,31557,87745
87743,7967,87747,16826,43461,16822,87742
87744,7967,87745,31553,75939,31560,87746
87745,87742,31557,58196,31553,87744,7967
87746,87744,31560,58204,31561,87747,7967
87747,87746,31561,87748,16826,87743,7967
87748,7968,87749,16826,87747,31561,87752
87749,7968,87750,16827,43465,16826,87748
87750,7968,87751,31374,87737,16827,87749
87751,7968,87753,31375,58017,31374,87750
87752,87748,31561,58205,31562,87753,7968
87753,87752,31562,116406,31375,87751,7968
87754,7969,87759,16828,43472,16833,87755
87755,87754,16833,87786,22740,87757,7969
87756,7969,87757,22739,67176,22752,87758
87757,87755,22740,49378,22739,87756,7969
87758,87756,22752,49392,22753,87759,7969
87759,87758,22753,87760,16828,87754,7969
87760,7970,87761,16828,87759,22753,87762
87761,7970,87765,16829,43467,16828,87760
87762,87760,22753,49394,22755,87763,7970
87763,87762,22755,87842,31620,87764,7970
87764,87763,31620,58266,31621,87765,7970
87765,87764,31621,87766,16829,87761,7970
87766,7971,87767,16829,87765,31621,87769
87767,7971,87771,16830,43468,16829,87766
87768,7971,87769,31619,76023,31650,87770
87769,87766,31621,58264,31619,87768,7971
87770,87768,31650,58296,31651,87771,7971
87771,87770,31651,87772,16830,87767,7971
87772,7972,87773,16830,87771,31651,87774
87773,7972,87777,16831,43469,16830,87772
87774,87772,31651,58298,31653,87775,7972
87775,87774,31653,118737,31656,87776,7972
87776,87775,31656,58302,31657,87777,7972
87777,87776,31657,87778,16831,87773,7972
87778,7973,87779,16831,87777,31657,87781
87779,7973,87783,16832,43470,16831,87778
87780,7973,87781,31655,76035,31662,87782
87781,87778,31657,58300,31655,87780,7973
87782,87780,31662,58308,31663,87783,7973
87783,87782,31663,87784,16832,87779,7973
87784,7974,87785,16832,87783,31663,87788
87785,7974,87786,16833,43471,16832,87784
87786,7974,87787,22740,87755,16833,87785
87787,7974,87789,22741,49379,22740,87786
87788,87784,31663,58309,31664,87789,7974
87789,87788,31664,87792,22741,87787,7974
87790,7975,87795,16834,43474,16835,87791
87791,87790,16835,87798,22742,87793,7975
87792,7975,87793,22741,87789,31664,87794
87793,87791,22742,49380,22741,87792,7975
87794,87792,31664,58310,31665,87795,7975
87795,87794,31665,87802,16834,87790,7975
87796,7976,87798,16835,43478,16839,87797
87797,87796,16839,87822,22746,87801,7976
87798,7976,87799,22742,87791,16835,87796
87799,7976,87800,22743,49381,22742,87798
87800,7976,87801,22744,67162,22743,87799
87801,87797,22746,49383,22744,87800,7976
87802,7977,87803,16834,87795,31665,87805
87803,7977,87807,16836,43473,16834,87802
87804,7977,87805,31661,76059,31686,87806
87805,87802,31665,58306,31661,87804,7977
87806,87804,31686,58332,31687,87807,7977
87807,87806,31687,87808,16836,87803,7977
87808,7978,87809,16836,87807,31687,87810
87809,7978,87813,16837,43475,16836,87808
87810,87808,31687,58334,31689,87811,7978
87811,87810,31689,119601,31800,87812,7978
87812,87811,31800,58446,31801,87813,7978
87813,87812,31801,87814,16837,87809,7978
87814,7979,87815,16837,87813,31801,87817
87815,7979,87819,16838,43476,16837,87814
87816,7979,87817,31799,76179,31806,87818
87817,87814,31801,58444,31799,87816,7979
87818,87816,31806,58452,31807,87819,7979
87819,87818,31807,87820,16838,87815,7979
87820,7980,87821,16838,87819,31807,87824
87821,7980,87822,16839,43477,16838,87820
87822,7980,87823,22746,87797,16839,87821
87823,7980,87825,22747,49385,22746,87822
87824,87820,31807,58453,31808,87825,7980
87825,87824,31808,87936,22747,87823,7980
87826,7981,87831,16840,43481,16842,87827
87827,87826,16842,87840,22754,87829,7981
87828,7981,87829,22751,67182,22758,87830
87829,87827,22754,49390,22751,87828,7981
87830,87828,22758,49398,22759,87831,7981
87831,87830,22759,87832,16840,87826,7981
87832,7982,87833,16840,87831,22759,87834
87833,7982,87837,16841,43479,16840,87832
87834,87832,22759,49400,22761,87835,7982
87835,87834,22761,87878,31692,87836,7982
87836,87835,31692,58338,31693,87837,7982
87837,87836,31693,87850,16841,87833,7982
87838,7983,87840,16842,43482,16843,87839
87839,87838,16843,87846,31622,87843,7983
87840,7983,87841,22754,87827,16842,87838
87841,7983,87842,22755,49393,22754,87840
87842,7983,87843,31620,87763,22755,87841
87843,87839,31622,58265,31620,87842,7983
87844,7984,87846,16843,43484,16845,87845
87845,87844,16845,87858,31626,87849,7984
87846,7984,87847,31622,87839,16843,87844
87847,7984,87848,31623,58267,31622,87846
87848,7984,87849,31624,75991,31623,87847
87849,87845,31626,58269,31624,87848,7984
87850,7985,87851,16841,87837,31693,87853
87851,7985,87855,16844,43480,16841,87850
87852,7985,87853,31691,76077,31704,87854
87853,87850,31693,58336,31691,87852,7985
87854,87852,31704,58350,31705,87855,7985
87855,87854,31705,87856,16844,87851,7985
87856,7986,87857,16844,87855,31705,87860
87857,7986,87858,16845,43483,16844,87856
87858,7986,87859,31626,87845,16845,87857
87859,7986,87861,31627,58271,31626,87858
87860,87856,31705,58351,31706,87861,7986
87861,87860,31706,118496,31627,87859,7986
87862,7987,87867,16846,43487,16848,87863
87863,87862,16848,87876,22760,87865,7987
87864,7987,87865,22757,67188,22764,87866
87865,87863,22760,49396,22757,87864,7987
87866,87864,22764,49404,22765,87867,7987
87867,87866,22765,87868,16846,87862,7987
87868,7988,87869,16846,87867,22765,87870
87869,7988,87873,16847,43485,16846,87868
87870,87868,22765,49406,22767,87871,7988
87871,87870,22767,87914,31728,87872,7988
87872,87871,31728,58374,31729,87873,7988
87873,87872,31729,87886,16847,87869,7988
87874,7989,87876,16848,43488,16849,87875
87875,87874,16849,87882,31694,87879,7989
87876,7989,87877,22760,87863,16848,87874
87877,7989,87878,22761,49399,22760,87876
87878,7989,87879,31692,87835,22761,87877
87879,87875,31694,58337,31692,87878,7989
87880,7990,87882,16849,43490,16851,87881
87881,87880,16851,87894,31698,87885,7990
87882,7990,87883,31694,87875,16849,87880
87883,7990,87884,31695,58339,31694,87882
87884,7990,87885,31696,76063,31695,87883
87885,87881,31698,58341,31696,87884,7990
87886,7991,87887,16847,87873,31729,87889
87887,7991,87891,16850,43486,16847,87886
87888,7991,87889,31727,76113,31740,87890
87889,87886,31729,58372,31727,87888,7991
87890,87888,31740,58386,31741,87891,7991
87891,87890,31741,87892,16850,87887,7991
87892,7992,87893,16850,87891,31741,87896
87893,7992,87894,16851,43489,16850,87892
87894,7992,87895,31698,87881,16851,87893
87895,7992,87897,31699,58343,31698,87894
87896,87892,31741,58387,31742,87897,7992
87897,87896,31742,118903,31699,87895,7992
87898,7993,87903,16852,43493,16854,87899
87899,87898,16854,87912,22766,87901,7993
87900,7993,87901,22763,67194,22770,87902
87901,87899,22766,49402,22763,87900,7993
87902,87900,22770,49410,22771,87903,7993
87903,87902,22771,87904,16852,87898,7993
87904,7994,87905,16852,87903,22771,87906
87905,7994,87909,16853,43491,16852,87904
87906,87904,22771,49412,22773,87907,7994
87907,87906,22773,87950,31764,87908,7994
87908,87907,31764,58410,31765,87909,7994
87909,87908,31765,87922,16853,87905,7994
87910,7995,87912,16854,43494,16855,87911
87911,87910,16855,87918,31730,87915,7995
87912,7995,87913,22766,87899,16854,87910
87913,7995,87914,22767,49405,22766,87912
87914,7995,87915,31728,87871,22767,87913
87915,87911,31730,58373,31728,87914,7995
87916,7996,87918,16855,43496,16857,87917
87917,87916,16857,87930,31734,87921,7996
87918,7996,87919,31730,87911,16855,87916
87919,7996,87920,31731,58375,31730,87918
87920,7996,87921,31732,76099,31731,87919
87921,87917,31734,58377,31732,87920,7996
87922,7997,87923,16853,87909,31765,87925
87923,7997,87927,16856,43492,16853,87922
87924,7997,87925,31763,76149,31776,87926
87925,87922,31765,58408,31763,87924,7997
87926,87924,31776,58422,31777,87927,7997
87927,87926,31777,87928,16856,87923,7997
87928,7998,87929,16856,87927,31777,87932
87929,7998,87930,16857,43495,16856,87928
87930,7998,87931,31734,87917,16857,87929
87931,7998,87933,31735,58379,31734,87930
87932,87928,31777,58423,31778,87933,7998
87933,87932,31778,119119,31735,87931,7998
87934,7999,87939,16858,43498,16859,87935
87935,87934,16859,87942,22748,87937,7999
87936,7999,87937,22747,87825,31808,87938
87937,87935,22748,49386,22747,87936,7999
87938,87936,31808,58454,31809,87939,7999
87939,87938,31809,87958,16858,87934,7999
87940,8000,87942,16859,43499,16860,87941
87941,87940,16860,87948,22772,87945,8000
87942,8000,87943,22748,87935,16859,87940
87943,8000,87944,22749,49387,22748,87942
87944,8000,87945,22768,67168,22749,87943
87945,87941,22772,49407,22768,87944,8000
87946,8001,87948,16860,43500,16861,87947
87947,87946,16861,87954,31766,87951,8001
87948,8001,87949,22772,87941,16860,87946
87949,8001,87950,22773,49411,22772,87948
87950,8001,87951,31764,87907,22773,87949
87951,87947,31766,58409,31764,87950,8001
87952,8002,87954,16861,43502,16863,87953
87953,87952,16863,87966,31770,87957,8002
87954,8002,87955,31766,87947,16861,87952
87955,8002,87956,31767,58411,31766,87954
87956,8002,87957,31768,76135,31767,87955
87957,87953,31770,58413,31768,87956,8002
87958,8003,87959,16858,87939,31809,87961
87959,8003,87963,16862,43497,16858,87958
87960,8003,87961,31805,76185,31812,87962
87961,87958,31809,58450,31805,87960,8003
87962,87960,31812,58458,31813,87963,8003
87963,87962,31813,87964,16862,87959,8003
87964,8004,87965,16862,87963,31813,87968
87965,8004,87966,16863,43501,16862,87964
87966,8004,87967,31770,87953,16863,87965
87967,8004,87969,31771,58415,31770,87966
87968,87964,31813,58459,31814,87969,8004
87969,87968,31814,119335,31771,87967,8004
87970,8005,87975,16864,43508,16869,87971
87971,87970,16869,88002,22776,87973,8005
87972,8005,87973,22775,67212,22788,87974
87973,87971,22776,49414,22775,87972,8005
87974,87972,22788,49428,22789,87975,8005
87975,87974,22789,87976,16864,87970,8005
87976,8006,87977,16864,87975,22789,87978
87977,8006,87981,16865,43503,16864,87976
87978,87976,22789,49430,22791,87979,8006
87979,87978,22791,88058,31836,87980,8006
87980,87979,31836,58482,31837,87981,8006
87981,87980,31837,87982,16865,87977,8006
87982,8007,87983,16865,87981,31837,87985
87983,8007,87987,16866,43504,16865,87982
87984,8007,87985,31835,76219,31847,87986
87985,87982,31837,58480,31835,87984,8007
87986,87984,31847,58491,31848,87987,8007
87987,87986,31848,87988,16866,87983,8007
87988,8008,87989,16866,87987,31848,87990
87989,8008,87993,16867,43505,16866,87988
87990,87988,31848,58493,31850,87991,8008
87991,87990,31850,96260,31853,87992,8008
87992,87991,31853,58497,31854,87993,8008
87993,87992,31854,87994,16867,87989,8008
87994,8009,87995,16867,87993,31854,87997
87995,8009,87999,16868,43506,16867,87994
87996,8009,87997,31852,76231,31859,87998
87997,87994,31854,58495,31852,87996,8009
87998,87996,31859,58503,31860,87999,8009
87999,87998,31860,88000,16868,87995,8009
88000,8010,88001,16868,87999,31860,88004
88001,8010,88002,16869,43507,16868,88000
88002,8010,88003,22776,87971,16869,88001
88003,8010,88005,22777,49415,22776,88002
88004,88000,31860,58504,31861,88005,8010
88005,88004,31861,88008,22777,88003,8010
88006,8011,88011,16870,43510,16871,88007
88007,88006,16871,88014,22778,88009,8011
88008,8011,88009,22777,88005,31861,88010
88009,88007,22778,49416,22777,88008,8011
88010,88008,31861,58505,31862,88011,8011
88011,88010,31862,88018,16870,88006,8011
88012,8012,88014,16871,43514,16875,88013
88013,88012,16875,88038,22782,88017,8012
88014,8012,88015,22778,88007,16871,88012
88015,8012,88016,22779,49417,22778,88014
88016,8012,88017,22780,67198,22779,88015
88017,88013,22782,49419,22780,88016,8012
88018,8013,88019,16870,88011,31862,88021
88019,8013,88023,16872,43509,16870,88018
88020,8013,88021,31858,76255,31883,88022
88021,88018,31862,58501,31858,88020,8013
88022,88020,31883,58527,31884,88023,8013
88023,88022,31884,88024,16872,88019,8013
88024,8014,88025,16872,88023,31884,88026
88025,8014,88029,16873,43511,16872,88024
88026,88024,31884,58529,31886,88027,8014
88027,88026,31886,104712,31933,88028,8014
88028,88027,31933,58579,31934,88029,8014
88029,88028,31934,88030,16873,88025,8014
88030,8015,88031,16873,88029,31934,88033
88031,8015,88035,16874,43512,16873,88030
88032,8015,88033,31932,76305,31939,88034
88033,88030,31934,58577,31932,88032,8015
88034,88032,31939,58585,31940,88035,8015
88035,88034,31940,88036,16874,88031,8015
88036,8016,88037,16874,88035,31940,88040
88037,8016,88038,16875,43513,16874,88036
88038,8016,88039,22782,88013,16875,88037
88039,8016,88041,22783,49421,22782,88038
88040,88036,31940,58586,31941,88041,8016
88041,88040,31941,88112,22783,88039,8016
88042,8017,88047,16876,43517,16878,88043
88043,88042,16878,88056,22790,88045,8017
88044,8017,88045,22787,67218,22794,88046
88045,88043,22790,49426,22787,88044,8017
88046,88044,22794,49434,22795,88047,8017
88047,88046,22795,88048,16876,88042,8017
88048,8018,88049,16876,88047,22795,88050
88049,8018,88053,16877,43515,16876,88048
88050,88048,22795,49436,22797,88051,8018
88051,88050,22797,88090,31888,88052,8018
88052,88051,31888,58533,31889,88053,8018
88053,88052,31889,88066,16877,88049,8018
88054,8019,88056,16878,43518,16879,88055
88055,88054,16879,88062,31838,88059,8019
88056,8019,88057,22790,88043,16878,88054
88057,8019,88058,22791,49429,22790,88056
88058,8019,88059,31836,87979,22791,88057
88059,88055,31838,58481,31836,88058,8019
88060,8020,88062,16879,43520,16881,88061
88061,88060,16881,88073,31841,88065,8020
88062,8020,88063,31838,88055,16879,88060
88063,8020,88064,31839,58483,31838,88062
88064,8020,88065,31840,76207,31839,88063
88065,88061,31841,31840,88064,8020,-1
88066,8021,88067,16877,88053,31889,88069
88067,8021,88070,16880,43516,16877,88066
88068,8021,88069,31887,-1,-1,-1
88069,88066,31889,58531,31887,88068,8021
88070,88071,16880,88067,8021,-1,-1
88071,88072,16880,88070,-1,-1,-1
88072,88073,16881,43519,16880,88071,-1
88073,31841,88061,16881,88072,-1,-1
88074,8022,88079,16882,43523,16884,88075
88075,88074,16884,88088,22796,88077,8022
88076,8022,88077,22793,67230,22806,88078
88077,88075,22796,49432,22793,88076,8022
88078,88076,22806,49446,22807,88079,8022
88079,88078,22807,88080,16882,88074,8022
88080,8023,88081,16882,88079,22807,88082
88081,8023,88085,16883,43521,16882,88080
88082,88080,22807,49448,22809,88083,8023
88083,88082,22809,88162,31897,88084,8023
88084,88083,31897,58543,31898,88085,8023
88085,88084,31898,88098,16883,88081,8023
88086,8024,88088,16884,43524,16885,88087
88087,88086,16885,88094,31890,88091,8024
88088,8024,88089,22796,88075,16884,88086
88089,8024,88090,22797,49435,22796,88088
88090,8024,88091,31888,88051,22797,88089
88091,88087,31890,58532,31888,88090,8024
88092,8025,88094,16885,43526,16887,88093
88093,88092,16887,88106,31893,88097,8025
88094,8025,88095,31890,88087,16885,88092
88095,8025,88096,31891,58534,31890,88094
88096,8025,88097,31892,76257,31891,88095
88097,88093,31893,58536,31892,88096,8025
88098,8026,88099,16883,88085,31898,88101
88099,8026,88103,16886,43522,16883,88098
88100,8026,88101,31896,76275,31909,88102
88101,88098,31898,58541,31896,88100,8026
88102,88100,31909,58555,31910,88103,8026
88103,88102,31910,88104,16886,88099,8026
88104,8027,88105,16886,88103,31910,88108
88105,8027,88106,16887,43525,16886,88104
88106,8027,88107,31893,88093,16887,88105
88107,8027,88109,31894,58538,31893,88106
88108,88104,31910,58556,31911,88109,8027
88109,88108,31911,104008,31894,88107,8027
88110,8028,88115,16888,43528,16889,88111
88111,88110,16889,88118,22784,88113,8028
88112,8028,88113,22783,88041,31941,88114
88113,88111,22784,49422,22783,88112,8028
88114,88112,31941,58587,31942,88115,8028
88115,88114,31942,88122,16888,88110,8028
88116,8029,88118,16889,43532,16893,88117
88117,88116,16893,88142,22800,88121,8029
88118,8029,88119,22784,88111,16889,88116
88119,8029,88120,22785,49423,22784,88118
88120,8029,88121,22798,67204,22785,88119
88121,88117,22800,49437,22798,88120,8029
88122,8030,88123,16888,88115,31942,88125
88123,8030,88127,16890,43527,16888,88122
88124,8030,88125,31938,76329,31963,88126
88125,88122,31942,58583,31938,88124,8030
88126,88124,31963,58609,31964,88127,8030
88127,88126,31964,88128,16890,88123,8030
88128,8031,88129,16890,88127,31964,88130
88129,8031,88133,16891,43529,16890,88128
88130,88128,31964,58611,31966,88131,8031
88131,88130,31966,105144,31969,88132,8031
88132,88131,31969,58615,31970,88133,8031
88133,88132,31970,88134,16891,88129,8031
88134,8032,88135,16891,88133,31970,88137
88135,8032,88139,16892,43530,16891,88134
88136,8032,88137,31968,76341,31975,88138
88137,88134,31970,58613,31968,88136,8032
88138,88136,31975,58621,31976,88139,8032
88139,88138,31976,88140,16892,88135,8032
88140,8033,88141,16892,88139,31976,88144
88141,8033,88142,16893,43531,16892,88140
88142,8033,88143,22800,88117,16893,88141
88143,8033,88145,22801,49439,22800,88142
88144,88140,31976,58622,31977,88145,8033
88145,88144,31977,88148,22801,88143,8033
88146,8034,88151,16894,43534,16895,88147
88147,88146,16895,88154,22802,88149,8034
88148,8034,88149,22801,88145,31977,88150
88149,88147,22802,49440,22801,88148,8034
88150,88148,31977,58623,31978,88151,8034
88151,88150,31978,88170,16894,88146,8034
88152,8035,88154,16895,43535,16896,88153
88153,88152,16896,88160,22808,88157,8035
88154,8035,88155,22802,88147,16895,88152
88155,8035,88156,22803,49441,22802,88154
88156,8035,88157,22804,67222,22803,88155
88157,88153,22808,49443,22804,88156,8035
88158,8036,88160,16896,43536,16897,88159
88159,88158,16897,88166,31899,88163,8036
